"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"University of Tennessee, Chattanooga","Entomology","d601bd5e-4f4c-4637-9196-4bd821dbd2e2","{""recordset"":""d601bd5e-4f4c-4637-9196-4bd821dbd2e2""}","UTC","UTCI","urn:uuid:a68c1716-dcbe-11e4-ae1c-002315492bbc","","http://www.utc.edu/biology-geology-environmental-science/#li01","http://symbiota4.acis.ufl.edu/scan/portal/collections/misc/collprofiles.php?collid=54","Coleoptera Southeastern USA, some neotropical material","",10000,NA,"Coleoptera","Southeastern USA, some neotropical material","10000","Stylianos Chatzimanolis","Curator","Stylianos-Chatzimanolis@utc.edu","615 McCallie Ave. Dept 2653","Chattanooga","Tennessee","37403","615 McCallie Ave. Dept 2653","Chattanooga","Tennessee","37403","urn:uuid:f94ed40b-bc02-4432-9eda-faa9168fa8a3","","","","","","",35.045,-85.299,22785,"arthropoda"
"Milwaukee Public Museum","Invertebrate Zoology","f885076c-a7ae-4a7b-9769-3f733c6a9ecf","{""recordset"":[""f885076c-a7ae-4a7b-9769-3f733c6a9ecf""]}","MPM","","urn:uuid:27601982-5488-4259-8203-6f9a6510de7c","","http://www.mpm.edu/research-collections/invertebrate-zoology","http://www.mpm.edu/research-collections/invertebrate-zoology/online-collections-research","worldwide","",NA,NA,"","worldwide","","Julia Colby","Collection Manager","colby@mpm.edu","800 West Wells Street","Milwaukee","Wisconsin","53233","800 West Wells Street","Milwaukee","Wisconsin","53233","urn:uuid:0ce587de-b952-49e0-9414-ecaaaeffaa09","","","","","","",43.0402,-87.9217,21779,"arthropoda"
"Cleveland Museum of Natural History","Invertebrate Paleontology","d11f19ae-e946-4a0e-83e5-2052ae8cca62","{""recordset"":""d11f19ae-e946-4a0e-83e5-2052ae8cca62""}","CMNH","Invertebrate paleontology","urn:uuid:513b1c29-faea-4015-a3ba-b07c0f1fc117","","https://www.cmnh.org/discover/science/invert-paleo","","","",NA,NA,"","","","Joe Hannibal","Curator","jhanniba@cmnh.org","1 Wade Oval, University Circle","Cleveland","Ohio","44106","1 Wade Oval, University Circle","Cleveland","Ohio","44106","urn:uuid:459bfca4-320a-4625-8eb1-ee54c6d1ef81","","","","","","",41.5074,-81.6072,20585,"arthropoda"
"University of Georgia, Georgia Museum of Natural History","Arthropods","879d475f-4b76-4d18-8cf6-a7e5a6d44926","{""recordset"":""879d475f-4b76-4d18-8cf6-a7e5a6d44926"",""collectioncode"":""UGCA""}","GMNH","UGCA","urn:uuid:67798ef0-c5dc-4a85-8dc1-2e233ee8327c","http://grbio.org/cool/1rwf-e24g","http://www.ugca.uga.edu/index.html","","The Coleoptera and Hemiptera holdings are particularly strong. Our geographic focus is the southeastern U.S. We have strong holdings from some locations outside of that area due to activity by associated researchers in the past.","",NA,NA,"The Coleoptera and Hemiptera holdings are particularly strong.","Our geographic focus is the southeastern U.S. We have strong holdings from some locations outside of that area due to activity by associated researchers in the past.","","Joseph V. McHugh","Curator","mchugh.jv@gmail.com","Natural History Building, University of Georgia","Athens","Georgia","30602-7882","101 Cedar Street, Natural History Building, University of Georgia","Athens","Georgia","30602-7882","urn:uuid:34fd0447-b11a-4a1f-b864-30c6eb6e28e9","","","","","","",33.9453,-83.3711,18465,"arthropoda"
"Kansas State University Museum of Entomological and Prairie Arthropod Research","Entomology","ad5c4ec7-ed56-4d3e-881a-963af217d334","{""recordset"":""ad5c4ec7-ed56-4d3e-881a-963af217d334""}","KSUC","MEPAR","urn:uuid:a68e36b0-bdf9-45ed-b06a-bb3080b31a7b","","http://entomology.k-state.edu/department-info/facilities/insect-museum/","http://biodis.k-state.edu/collections/entomology/","","",NA,NA,"","","","Greg Zolnerowich","Curator","gregz@ksu.edu","Department of Entomology, 123 W. Waters Hall, Kansas State University","Manhattan","Kansas","66506-4004","Department of Entomology, 123 Waters Hall, Kansas State University","Manhattan","Kansas","66506-4004","urn:uuid:5460a0c4-3411-492b-98bb-84c1def23bab","","","","","","",39.1894,-96.6142,17367,"arthropoda"
"University of Kentucky, Hymenoptera Institute Collection","Entomology","d315c4a3-0bee-49d1-8d03-726358937cde","{""recordset"":""d315c4a3-0bee-49d1-8d03-726358937cde""}","UKY-HIC","HIC","urn:uuid:66e8279a-250f-4480-aa31-aac681e7ca26","","http://sharkeylab.org/sharkeylab/","http://symbiota4.acis.ufl.edu/scan/portal/collections/misc/collprofiles.php?collid=44","Braconidae, especially Agathidinae world distribution","",NA,NA,"Braconidae, especially Agathidinae","World","","Eric Chapman","Research Analyst","ericgchapman@gmail.com","Department of Entomology, S-225 Agricultural Science Center N","Lexington","Kentucky","40456-0091","Department of Entomology, S-225 Agricultural Science Center N","Lexington","Kentucky","40456-0091","urn:uuid:6eebc307-c784-4339-86c7-88d5e918ba78","","","","","","",37.3554,-84.3423,17280,"arthropoda"
"University of Wyoming","Entomology","ebd4ee05-1c41-46ab-9ef2-8937ea4f6112","{""recordset"":""ebd4ee05-1c41-46ab-9ef2-8937ea4f6112""}","UWYMED","ENT","urn:uuid:150000b6-4490-4130-ad82-134b4db63f13","","","","","",NA,NA,"","","","Michael Dillon","","Michael.Dillon@uwyo.edu","","Laramie","Wyoming","82071","","Laramie","Wyoming","82071","urn:uuid:ba3885c3-c78e-46c0-94b3-99eb0bf3d778","","","","","","",41.3149,-105.5666,16476,"arthropoda"
"University of Illinois, Illinois Natural History Survey","Crustacea","ec135c9b-ff89-4f28-aa18-88b16d932d94","{""recordset"":""ec135c9b-ff89-4f28-aa18-88b16d932d94""}","INHS","","urn:uuid:39d11e8f-0fd7-43c5-9f3d-574f3e63b0d1","","http://wwx.inhs.illinois.edu/collections/crustaceans","","","",NA,NA,"","","","Chris Taylor","Curator","cataylor@illinois.edu","1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","urn:uuid:d0689818-af23-4395-8251-82df8f68b028","","","","","","",40.132,-88.2332,16175,"arthropoda"
"Carnegie Museum of Natural History","Invertebrate Zoology","5975bbda-cd92-4084-8a09-ce1e28e6164f","{""recordset"":""5975bbda-cd92-4084-8a09-ce1e28e6164f"",""institutioncode"":""cmnh""}","CM","","urn:uuid:a95d0f01-5513-4325-a541-f77fa78490e5","http://grbio.org/cool/2ba5-eib4","http://www.carnegiemnh.org/science/default.aspx?id=16641","","","",NA,NA,"","","","John E. Rawlins","Curator","RawlinsJ@carnegiemnh.org","4400 Forbes Avenue","Pittsburgh","Pennsylvania","15213","4400 Forbes Avenue","Pittsburgh","Pennsylvania","15213","urn:uuid:806b335a-9236-425e-a8be-21eb9772e657","","","","","","",40.4441,-79.9505,15341,"arthropoda"
"Florida State Collection of Arthropods, The Museum of Entomology","Entomology","5975bbda-cd92-4084-8a09-ce1e28e6164f","{""recordset"":""5975bbda-cd92-4084-8a09-ce1e28e6164f"",""institutioncode"":""FSCA""}","FSCA","","urn:uuid:b3d80966-655b-409e-a022-bcba68bc7639","","http://www.fsca-dpi.org/OverViewFrame.htm","http://www.fsca-dpi.org/Databases.htm","Worldwide, primarily Florida and Southeastern USA","",9000000,NA,"","Worldwide, primarily Florida and Southeastern USA","9000000","Michael C. Thomas","Head Curator","thomasm@doacs.state.fl.us","Museum of Entomology, 1911 SW 34th St","Gainesville","Florida","32608-1268","Museum of Entomology, 1911 SW 34th St","Gainesville","Florida","32608-1268","urn:uuid:aea10247-bdcc-49c9-bff4-b1250cfb3f30","","","","","","",29.652,-82.3725,13897,"arthropoda"
"North Carolina Museum of Natural Sciences","Non-molluscan Invertebrates","d90e8316-2649-475e-a8c0-80130dab1fd2","{""recordset"":""d90e8316-2649-475e-a8c0-80130dab1fd2""}","NCSM","NCSM-NMI","urn:uuid:d2a714de-2029-4ad9-b4af-b14953cf3a75","http://grbio.org/cool/xdi0-q18a","http://naturalsciences.org/research-collections/nonmolluscan-invertebrates-collection","http://naturalsciences.org/research-collections","The Non-Molluscan Invertebrate Collection houses well over 30,000 specimen lots (where a lot contains one to many individuals collected from the same site at the same time) and more than 500 type specimens (the physical specimens to which a taxonomic name is formally assigned). With specimens dating back to the 1870s, the Collection reflects nearly a century and a half of collecting in freshwater, terrestrial, and near- and far-shore marine habitats of the Carolinas, Mid-Atlantic Region, and southeastern USA. Holdings of certain taxonomic groups span a much broader, i.e., international, geographic scope. Yet, it is the Non-Molluscan Collection in its entirety that reflects a rich history of scientific collecting and taxonomy, and thus a wealth of opportunities for research, education, and outreach.","",NA,NA,"","","","Bronwyn Williams","Research Curator, Non-molluscan Invertebrates","bronwyn.williams@naturalsciences.org","11 West Jones St.","Raleigh","North Carolina","27601","11 West Jones St.","Raleigh","North Carolina","27601","urn:uuid:7941acfb-400a-48e9-b2b8-615850ef912f","","","","","","",35.7826,-78.6389,12497,"arthropoda"
"Virginia Polytechnic Institute and State University, Department of Entomology Insect Collection","Entomology","4f436daa-01d5-4be6-b5c3-fdd255677536","{""recordset"":""4f436daa-01d5-4be6-b5c3-fdd255677536""}","VPI&SU","","urn:uuid:cb0a0e34-a156-4ab2-966a-4a63f4309f5c","","http://www.insectid.ento.vt.edu/insect-id/insect-collection.html","","","",NA,NA,"","","","Paul Marek","Curator","pmarek@vt.edu","Department of Entomology, Virginia Tech","Blacksburg","Virginia","24061","Department of Entomology, Virginia Tech","Blacksburg","Virginia","24061","urn:uuid:bc8ca981-cf4d-4e25-b769-00a5e062ddfd","","","","","","",36.7013,-79.9044,10659,"arthropoda"
"South Dakota State University, Severin-McDaniel Insect Research Collection","Entomology","e597a4f6-2be7-4538-8007-dec480dc4d6f","{""recordset"":""e597a4f6-2be7-4538-8007-dec480dc4d6f""}","SDSU","SMIRC","urn:uuid:fea1c2e0-5fd6-4b92-afd3-f715d3f5009f","http://grbio.org/cool/j1yc-pyd8","https://www.sdstate.edu/agronomy-horticulture-plant-science/severin-mcdaniel-insect-research-collection","","","",NA,FALSE,"","","","Paul Johnson","","paul.johnson@sdstate.edu","Department of Agronomy, Horticulture, and Plant Science, Box 2207A","Brookings","South Dakota","57007","1015 Campanile Ave.","Brookings","South Dakota","57007","urn:uuid:d26547cc-d4f8-4617-b8ea-df1cf6b1578a","","","","","","",44.3189,-96.784,9489,"arthropoda"
"University of California Santa Barbara, Cheadle Center for Biodiversity and Ecological Restoration","Entomology","65007e62-740c-4302-ba20-260fe68da291","{""recordset"":""65007e62-740c-4302-ba20-260fe68da291""}","CCBER","UCSB","urn:uuid:b5b9ba46-ff0e-4b36-8477-1df1151ce91a","","http://ccber.ucsb.edu/collections/zoological/arthropods","","","",NA,NA,"","","","Katja Seltmann","Director","seltmann@ccber.ucsb.edu","Cheadle Center for Biodiversity and Ecological Restoration, Harder South, Building 578, MS-9615, University of California Santa Barbara","Santa Barbara","California","93106","Cheadle Center for Biodiversity and Ecological Restoration, Harder South, Building 578, MS-9615, University of California Santa Barbara","Santa Barbara","California","93106","urn:uuid:2a74fd30-dea3-4927-8bd7-3c1a275da8ae","","","","","","",34.4453,-119.8034,9082,"arthropoda"
"Virginia Museum of Natural History","Invertebrate Paleontology","a2a7754b-2346-496d-b681-eb754ef32b9e","{""recordset"":""a2a7754b-2346-496d-b681-eb754ef32b9e""}","VMNH","Invertebrate Paleontology","urn:uuid:f17e9b6b-ef1e-40d9-8618-eee2da65c443","","http://www.vmnh.net/collections","","","",NA,NA,"","","","Haley Cartmell","Collections Manager","haley.cartmell@vmnh.virginia.gov","21 Starling Avenue","Martinsville","Virginia","24112","21 Starling Avenue","Martinsville","Virginia","24112","urn:uuid:906d26a2-01e3-42a8-a099-614cb2e1ca83","","","","","","",36.6866,-79.8634,8945,"arthropoda"
"University of Puerto Rico Mayagüez","Invertebrates","2b89de41-42bd-46c6-ab61-d386f855f7fb","{""recordset"":""2b89de41-42bd-46c6-ab61-d386f855f7fb""}","UPRM","INVCOL","urn:uuid:f2f50ab7-ac4a-430e-9c15-7e389a4bffdf","http://grbio.org/cool/mvgv-vhy0","http://alexvandam.wix.com/uprminvcol","https://www.idigbio.org/portal/recordsets/2b89de41-42bd-46c6-ab61-d386f855f7fb","Arthropoda and Mollusca Puerto Rico and the Caribbean","",150000,NA,"Arthropoda and Mollusca","Puerto Rico and the Caribbean","150,000","Alex Van Dam","Director","alex.vandam@upr.edu","Departamento de Biología, Call Box 9000","Mayagüez","Puerto Rico","00681-9000","Departamento de Biologia, Carr. 108 Barrio Miradero Km 1.3, Entrada al Zoológico","Mayagüez","Puerto Rico","00681-9000","","","","","","","",18.2095,-67.1405,6797,"arthropoda"
"University of Massachusetts Amherst","Insects","5975bbda-cd92-4084-8a09-ce1e28e6164f","{""recordset"":""5975bbda-cd92-4084-8a09-ce1e28e6164f"",""institutioncode"":""umam""}","UMAM","","urn:uuid:34c95b4c-8386-4a92-badc-22968d96fc24","","http://bcrc.bio.umass.edu/ummnh/insects.htm","","","",NA,NA,"","","","Ben Normark","Curator","bnormark@bio.umass.edu","Room 146 Morrill 2, 611 North Pleasant St","Amherst","Massachusetts","01003-0000","Room 146 Morrill 2, 611 North Pleasant St","Amherst","Massachusetts","01003-0000","urn:uuid:84cbe708-9ca4-4477-8a07-c26c3e9f45fa","","","","","","",42.3908,-72.5251,6601,"arthropoda"
"Davidson College","Entomology","7ed2ce52-26e5-4847-9563-955ae3e97455","{""recordset"":""7ed2ce52-26e5-4847-9563-955ae3e97455""}","DCH","DCEC","urn:uuid:dc04695d-00f9-4c5d-bb84-c45d6714674a","","","","","",NA,FALSE,"","","","Chris Paradise","","chparadise@davidson.edu","405 N Main St","Davidson","North Carolina","28035","405 N Main St","Davidson","North Carolina","28035","urn:uuid:84b15f7f-6897-402b-8b9e-18186e54c657","","","","","","",35.5017,-80.8468,6528,"arthropoda"
"San Diego State University","Terrestrial Arthropods","00df4fe2-0025-45ec-814a-36777155e077","{""recordset"":""00df4fe2-0025-45ec-814a-36777155e077""}","SDSU","TAC","urn:uuid:71d2ab10-f918-4163-8d2b-d9c1186cc583","","http://www.sci.sdsu.edu/collections/terrestrialarthropods.htm","","","",50000,NA,"","","50000","Dr. Marshal Hedin","Curator","mhedin@mail.sdsu.edu","Life Sciences North Room 204E","San Diego","California","92182","Life Sciences North Room 204E","San Diego","California","92182","urn:uuid:1ac5f7fb-fb54-4e80-bf12-eaf69bbab252","","","","","","",32.7748,-117.0717,4241,"arthropoda"
"University of Vermont, Zadock Thompson Zoological Collection-Invertebrates","Invertebrates","96588aed-3b7a-4179-b92b-2159427f4fcb","{""recordset"":""96588aed-3b7a-4179-b92b-2159427f4fcb""}","UVM","VTZT","urn:uuid:013b0343-08e5-486a-9dcc-f45454536727","","http://www.uvm.edu/~rtbell/Invertebrates.html","","","",NA,NA,"","","","Sohath Z. Yusseff Vanegas","Invertebrate curator technician","syusseff@uvm.edu","27 Colchester Ave","Burlington","Vermont","04405-0000","27 Colchester Ave","Burlington","Vermont","04405-0000","urn:uuid:31ba7aa4-687c-4617-a648-28d0839a1271","","","","","","",44.4805,-73.1996,3924,"arthropoda"
"Clemson University","Arthropods","6075f4b7-4242-4886-be7d-391614fffe41","{""recordset"":""6075f4b7-4242-4886-be7d-391614fffe41""}","CU","CUAC","urn:uuid:385a58a2-ed0d-11e4-b70a-002315492bbc","urn:lsid:biocol.org:col:33168","https://sites.google.com/site/clemsonarthropodcollection/","http://www.clemson.edu/cafls/departments/esps/database/museum/search.php","Main strengths are aquatic insects, especially caddisflies (Trichoptera) Primarily covers the southeastern United States, but has reasonable representation from other areas of North America. There is less, but some material from the Neotropical and Palearctic regions.","",1000000,NA,"Main strengths are aquatic insects, especially caddisflies (Trichoptera)","Primarily covers the southeastern United States, but has reasonable representation from other areas of North America. There is less, but some material from the Neotropical and Palearctic regions.","1000000","Michael Caterino","Director","mcateri@clemson.edu","277 Poole Agricultural Center","Clemson","South Carolina","29634","312 Long Hall","Clemson","South Carolina","29634","urn:uuid:8b572ce2-3fa6-4c9f-86b7-bf4bdf6364ae","","","","","","",34.8101,-82.3875,3923,"arthropoda"
"University of Minnesota Insect Collection","Insects","833306f7-91b6-4ff7-bc16-0e406334d991, 1320a827-d62a-45b1-9d26-c0aa4790a422","{""recordset"":[""833306f7-91b6-4ff7-bc16-0e406334d991"","" 1320a827-d62a-45b1-9d26-c0aa4790a422""]}","MIN","UMSP","urn:uuid:c06aa621-5bec-4cd7-9b0e-de159308e2e8","","http://insectcollection.umn.edu/","http://insectcollection.umn.edu/","Worldwide Worldwide","",3800000,NA,"Worldwide","Worldwide","3800000","Robin Elizabeth Thomson","Curator","thom1514@umn.edu","1980 Folwell Ave., 219 Hodson Hall, Department of Entomology, University of Minnesota","St. Paul","Minnesota","55108","1980 Folwell Ave., 219 Hodson Hall, Department of Entomology, University of Minnesota","St. Paul","Minnesota","55108","urn:uuid:984a4f46-1b25-402d-b369-03a8d2f9bee2","","","","","","",44.9795,-93.1692,2014,"arthropoda"
"Ohio State University, Museum of Biological Diversity","Invertebrates","c1122f57-9ab9-4552-9393-7d56b0bbe852","{""recordset"":""c1122f57-9ab9-4552-9393-7d56b0bbe852""}","OSU","OSAL","urn:uuid:d83eea3c-f0ac-4e95-89f5-7e2445a7a997","","","","","",NA,NA,"","","","Marymegan Daly","","daly.66@osu.edu","1315 Kinnear Road","Columbus","Ohio","43212","1315 Kinnear Road","Columbus","Ohio","43212","urn:uuid:5f0e4e8a-184f-49fb-95b5-09af872598f2","","","","","","",39.9871,-83.0428,1979,"arthropoda"
"Tall Timbers Research Station & Land Conservancy","Insects","ef30a918-b583-41f1-9ac4-4a37591b515a","{""recordset"":""ef30a918-b583-41f1-9ac4-4a37591b515a""}","TTRS","TTRSLEP","urn:uuid:5f9b6bf4-6907-4417-8937-c59e43b80c28","","http://www.talltimbers.org/museum-insects.html","","","",NA,NA,"","","","Jim Cox","Researcher","jim@ttrs.org","13093 Henry Beadel Drive","Tallahassee","Florida","32312","13093 Henry Beadel Drive","Tallahassee","Florida","32312","urn:uuid:a35597d2-c82d-4770-b3c7-d3ddacf51130","","","","","","",30.669,-84.2488,1376,"arthropoda"
"University of Nevada, Museum of Natural History","Entomology","9fab87bf-c5a7-4296-acdc-f22859cfe620","{""recordset"":""9fab87bf-c5a7-4296-acdc-f22859cfe620""}","UNR","ENTO","urn:uuid:da5fc60a-fe36-4bf6-8714-6cb3747211ae","","http://caterpillars.unr.edu/","http://caterpillars.unr.edu/","Reared Lepidoptera from the Americas South, Central, and North America","",500000,NA,"Reared Lepidoptera from the Americas","South, Central, and North America","500,000","Lee Dyer","Curator","ldyer@unr.edu","University of Nevada, Reno, Department of Biology, Mail Stop 314","Reno","Nevada","89557","","","","","urn:uuid:38b2e6ae-7ec9-4406-b5d0-5cfe9f2485c3","","","","","","",39.505,-119.845,1281,"arthropoda"
"Dugway Proving Ground Natural History","Entomology","9d9b81f1-3a9a-4515-b741-a145293f1fef","{""recordset"":""9d9b81f1-3a9a-4515-b741-a145293f1fef""}","DUGWAY","DUG-ENT","urn:uuid:6e1f042f-d6ee-4c2c-8b06-ff261c02dd2b","","","","","",NA,NA,"","","","Robert Delph","","robert.delph@nau.edu","","Dugway","Utah","","","Dugway","Utah","","urn:uuid:068621ea-b76a-41c7-ab09-4d1266984c57","","","","","","",40.2123,-112.9798,1221,"arthropoda"
"Broward College","Entomology","f4666aa7-93f0-41f7-83c2-497af7a06887","{""recordset"":""f4666aa7-93f0-41f7-83c2-497af7a06887""}","BROW","BRIC","urn:uuid:6f1612ca-fdde-4111-8a4e-16f82ecdeb9d","","","","","",NA,NA,"","","","David Serrano","","dserrano@broward.edu","","","","","","Davie","Florida","","urn:uuid:d8ac5bd2-ec85-4a90-ba6b-7eb7a2043313","","","","","","",26.0791,-80.2362,1013,"arthropoda"
"Natural History Museum of Los Angeles County","Invertebrate Paleontology","5082e6c8-8f5b-4bf6-a930-e3e6de7bf6fb","{""recordset"":""5082e6c8-8f5b-4bf6-a930-e3e6de7bf6fb""}","LACM","LACMIP","urn:uuid:3d086afe-1145-4aaf-a0c1-aab5d83a8c38","","http://www.nhm.org/site/research-collections/invertebrate-paleontology","http://ip.nhm.org/ipdatabase/lot_show","Comprehensive for marine invertebrate phyla for the Phanerozoic, but with strengths in Mollusca, Scleractinia, Decapoda and Cirripedia. Global, with a concentration in the eastern Pacific (Alaska-Peru) and in particular California, Baja California, Baja California Sur, and Nevada.","",1800000,TRUE,"Mollusca","Global, with a concentration in the eastern Pacific (Alaska-Peru) and in particular California, Baja California, Baja California Sur, and Nevada.","7000000","Austin Hendy","Collections Manager","ahendy@nhm.org","900 Exposition Boulevard","Los Angeles","California","90007","900 Exposition Boulevard","Los Angeles","California","90007","urn:uuid:4c545642-5064-44c1-bb31-7a5ccc1674a3","","","","","","",34.0181,-118.289,1001,"arthropoda"
"University of Missouri, W.R. Enns Entomology Museum","Entomology","81dc7cdb-66be-4683-ae79-068a784378b1","{""recordset"":""81dc7cdb-66be-4683-ae79-068a784378b1""}","UMOC","Insect Collection","urn:uuid:18316d5a-964f-4030-bdc1-e5b7886f28c8","","http://museum.insecta.missouri.edu/","","Lepidoptera, Coleoptera, Heteroptera Global","",NA,NA,"Lepidoptera, Coleoptera, Heteroptera","Global","","Robert Sites","Director","sitesr@missouri.edu","MU Plant Sciences, 52 Agriculture Lab","Columbia","Missouri","65211","52 Agriculture Lab","Columbia","Missouri","65211","urn:uuid:7421fcdb-22a9-4a46-a282-462673f1da9d","","","","","","",39.172,-91.8734,832,"arthropoda"
"Denver Botanic Gardens","Arthropods","0395f3c4-0277-43b6-a36d-e07720588790","{""recordset"":""0395f3c4-0277-43b6-a36d-e07720588790""}","DBG","DBGA","urn:uuid:3a782842-fe3a-11e4-ac7a-002315492bbc","http://grbio.org/cool/vnsv-68mw","","http://symbiota4.acis.ufl.edu/scan/portal/collections/misc/collprofiles.php?collid=57","","",NA,NA,"","","","Richard Allman Levy","Database Associate","richard.levy@botanicgardens.org","909 York Street","Denver","Colorado","80206","1007 York Street","Denver","Colorado","80206-3799","urn:uuid:e6c11c15-8861-47bb-8f5a-5fed3a49a07c","","","","","","",39.7328,-104.9599,733,"arthropoda"
"Western Washington University","Entomology","34cad268-8226-4280-b637-dde38c82a29e","{""recordset"":""34cad268-8226-4280-b637-dde38c82a29e""}","WWU","WWUC","urn:uuid:25b61b24-2718-4b56-97cb-d221364d07b3","http://grbio.org/cool/6jjn-5zws","http://pnwmoths.biol.wwu.edu","","Our geographic area of focus is the northwestern portion of the contiguous United States.","",NA,NA,"","Our geographic area of focus is the northwestern portion of the contiguous United States.","","Merrill Peterson","","peterson@biol.wwu.edu","","","","","516 High Street - MS-9160","Bellingham","WA","98225-9160","urn:uuid:5555d853-7ab1-4a19-b3da-a4e0c28b7520","","","","","","",48.7382,-122.4849,656,"arthropoda"
"Kutztown University, Gregory P. Setfill Collection","Entomology","d767f759-af64-4464-8614-c77ca44cad8d","{""recordset"":""d767f759-af64-4464-8614-c77ca44cad8d""}","GPSC","","urn:uuid:26c126f5-1731-43b4-b585-d80216a6ef0c","","http://www2.kutztown.edu/biology","","","",NA,NA,"","","","Gregory Setfill","Curator","setliff@kutztown.edu","Kutztown University, Department of Biology, 227 Boehm Science Building, PO Box 730","Kutztown","Pennsylvania","19530","Kutztown University, Department of Biology, 227 Boehm Science Building, PO Box 730","Kutztown","Pennsylvania","19530","urn:uuid:c0242660-0490-494a-8caf-04c1767250cf","","","","","","",40.5798,-75.7282,577,"arthropoda"
"University of Texas at El Paso Biodiversity Collections","Entomology","b764863c-de93-4d7c-b0cf-1bb57166141d","{""recordset"":""b764863c-de93-4d7c-b0cf-1bb57166141d""}","UTEP","Ento","urn:uuid:baac3ae8-c451-472b-b352-42ea82746c58","","https://www.utep.edu/biodiversity/","http://arctos.database.museum/home.cfm#UTEP","The University of Texas at El Paso Biodiversity Collections Entomology collection includes The Mackay Laboratory of Myrmecology which is overseen by William P. Mackay and has a mission to advance the understanding of ants through research on their taxonomy, systematics and ecology as well as a variety of other insects and arthropods.","",516,NA,"","","","William Mackay","Curator","wmackay@utep.edu","500 West University Avenue, Biology B222","El Paso","Texas","79968","500 West University Avenue, Biology B222","El Paso","Texas","79968","","","","","","","",31.77,-106.5054,516,"arthropoda"
"Wichita State University Biodiversity Laboratory","Entomology","e9607b87-6dcb-4ffa-a4bf-d17ac197ca70","{""recordset"":""e9607b87-6dcb-4ffa-a4bf-d17ac197ca70""}","WICH","WICHI","urn:uuid:08022e0b-b6c0-494e-a301-fe76c2143b91","","","","","",NA,NA,"","","","Mary Liz Jameson","","MaryLiz.Jameson@gmail.com","512 Hubbard Hall","Wichita","Kansas","67260","512 Hubbard Hall","Wichita","Kansas","67260","urn:uuid:5948c340-c83a-4160-99d7-1e12ce5c8564","","","","","","",37.7194,-97.2929,440,"arthropoda"
"Utah Department of Agriculture and Food","Entomology","9bd4ff72-1cb2-431f-bf7b-b5d47e08cc02","{""recordset"":""9bd4ff72-1cb2-431f-bf7b-b5d47e08cc02""}","UDAF","","urn:uuid:fceb1ee2-dcbc-11e4-ae1c-002315492bbc","","ag.utah.gov/","","","",NA,NA,"","","","Joey Caputo","","jcaputo@utah.gov","350 N Redwood Rd","Salt Lake City","Utah","84116","350 N Redwood Rd","Salt Lake City","Utah","84116","urn:uuid:9036106e-f751-4fc6-92ce-39a053650f33","","","","","","",40.7772,-111.9393,425,"arthropoda"
"Bureau of Land Management, Mother Lode Field Office","Bees","0df55e93-0fce-4ba6-a344-1d9918b60816","{""recordset"":""0df55e93-0fce-4ba6-a344-1d9918b60816""}","BLM","MLFO","urn:uuid:bc958340-a6c0-4980-b898-4c814bfd7afe","","","","","",NA,NA,"","","","Landon Eldredge","","leldredge@blm.gov","5152 Hillsdale Cir","El Dorado Hills","California","95762","5152 Hillsdale Cir","El Dorado Hills","California","95762","urn:uuid:103dc587-6e30-4b56-a680-ddd01f760b60","","","","","","",38.6204,-121.0608,233,"arthropoda"
"California State University East Bay Natural History Museum","Entomology","6acaebd6-e8d2-454a-8f50-e7a6734b8c79","{""recordset"":""6acaebd6-e8d2-454a-8f50-e7a6734b8c79""}","CSUEB","CSUEBNHM","urn:uuid:7bf1eb60-183d-448b-8d2e-bc769f31c622","","","","","",NA,FALSE,"","","","Nazzy Pakpour","","Nazzy.pakpour@csueastbay.edu","25800 Carlos Bee Blvd","Hayward","California","94542","25800 Carlos Bee Blvd","Hayward","California","94542","urn:uuid:211b6608-ca61-4af0-a324-a4c5f98ab963","","","","","","",37.6563,-122.0589,152,"arthropoda"
"Iowa State University","Insects","d3412433-4df9-4828-89e0-73956898f749","{""recordset"":""d3412433-4df9-4828-89e0-73956898f749""}","ISUI","Insect Collection","urn:uuid:ae58c6ed-022f-4e47-ae7c-d26aea30ddd6","","","","","",NA,NA,"","","","Greg W. Courtney","Curator","gwcourt@iastate.edu","2310 Pammel Drive, 339 Science Hall II","Ames","Iowa","50011","2310 Pammel Drive","Ames","Iowa","50011","urn:uuid:60c390ff-96ec-4703-9f22-fc21cdf9fc39","","","","","","",42.0266,-93.6465,140,"arthropoda"
