"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"University of Rhode Island","Herbarium","3501e0a6-1420-45b9-bbf9-77349e79e9d7, 86b2bfc9-ca99-4250-b93a-f86f3777236d","{""recordset"":[""3501e0a6-1420-45b9-bbf9-77349e79e9d7"",""86b2bfc9-ca99-4250-b93a-f86f3777236d""]}","KIRI<IH>","","urn:uuid:47086cad-b46c-4ac3-9a4a-ed70822b3c30","urn:lsid:biocol.org:col:14601","","","","",NA,NA,"","","","Keith T. Killingbeck","Curator","keith@uri.edu","Department of Biological Sciences","Kingston","Rhode Island","02881-0816","","Kingston","Rhode Island","02881-0816","urn:uuid:06d5dff9-65a3-44a4-b43f-b8d442c082b4","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126804","","",41.4829,-71.5243,19971,"plantae"
"State University of New York Binghamton Herbarium","Herbarium","77b762ba-7cda-4617-97d7-e78df7f6dfab","{""recordset"":""77b762ba-7cda-4617-97d7-e78df7f6dfab""}","BING<IH>","","urn:uuid:d9d3c22e-bed1-45c6-aef1-28ad66256ea8","urn:lsid:biocol.org:col:14120","","","","",NA,NA,"","","","Richard E. Andrus","Curator","randrus@binghamton.edu","Biological Sciences Department","Binghamton","New York","13902-6000","Vestal Parkway.","Binghamton","New York","13902-6000","urn:uuid:6fc7a9b0-7c64-4136-acc8-b58b9c2995b4","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126045","","",42.0916,-75.9459,19808,"plantae"
"University of Central Florida","Herbarium","c3a7b339-122e-4fe9-8851-371b1fdf584e, 49db9725-7bdc-4c38-8548-c32994e811c1, c9dad611-5e60-4456-934e-75b0e0842ddd","{""recordset"":[""c3a7b339-122e-4fe9-8851-371b1fdf584e"",""49db9725-7bdc-4c38-8548-c32994e811c1"",""c9dad611-5e60-4456-934e-75b0e0842ddd""]}","FTU<IH>","","urn:uuid:750c1454-0f26-4677-9e6a-fbbd1a0081c0","urn:lsid:biocol.org:col:14494","http://biology.cos.ucf.edu/facilities/herbarium/","","","",NA,NA,"","","","Elizabeth Harris","Director","elizabeth.harris@ucf.edu","12424 Research Parkway, Suite 305","Orlando","Florida","32826","12424 Research Parkway, Suite 305","Orlando","Florida","32826","urn:uuid:7bfc97ce-e937-4f27-8d70-464a06e70ec0","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126636","","",28.5866,-81.1971,19762,"plantae"
"Southern Illinois University","Herbarium","f630e3ea-697f-404a-8683-b86712c26c43","{""recordset"":""f630e3ea-697f-404a-8683-b86712c26c43""}","SIU<IH>","","urn:uuid:81a6364d-0e36-4778-a621-45cd77b5bfc9","urn:lsid:biocol.org:col:15043","http://plantbiology.siu.edu/facilities/plant-biology-facilities/SIU-herbarium.php","","","",NA,NA,"","","","Nancy Garwood","Director","ngarwood@plant.siu.edu","Plant Biology Department","Carbondale","Illinois","62901-6509","Plant Biology Department, Life Science 2, room 425","Carbondale","Illinois","62901-6509","urn:uuid:d9e8d9b1-c331-4991-99be-6b29282758be","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126014","","",37.8873,-89.4914,19105,"plantae"
"University of Southern Mississippi","Herbarium","c3134980-bf5c-49b8-a289-790d45f02c86","{""recordset"":""c3134980-bf5c-49b8-a289-790d45f02c86""}","USMS<IH>","","urn:uuid:9ab6caf7-dd66-4cfa-a4ec-4132042c36ed","urn:lsid:biocol.org:col:15192","http://www.usm.edu/herbarium/","","Aquatic and wetland plants Mostly southeastern United States of America","",25000,NA,"Aquatic and wetland plants","Mostly southeastern United States of America","25000","Mac H. Alford","Curator","mac.alford@usm.edu","Department of Biological Sciences, 118 College Drive #5018, Johnson Science Tower 709","Hattiesburg","Mississippi","39406","Department of Biological Sciences, 118 College Drive #5018, Johnson Science Tower 709","Hattiesburg","Mississippi","39406","urn:uuid:a6648f6c-7cf8-4d9f-9f9a-e4449569d7d6","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=130216","","",31.3282,-89.3307,18347,"plantae"
"Portland State University, Herbarium","Herbarium","bf9066a2-2c5f-4cf2-821a-1a68b4df5b1b","{""recordset"":""bf9066a2-2c5f-4cf2-821a-1a68b4df5b1b""}","HPSU<IH>","","urn:uuid:83707b1a-e94a-4b43-8f4b-0b4efe5259d4","urn:lsid:biocol.org:col:15438","http://www.herbarium.pdx.edu","","","",15500,NA,"","","15500","Mitch Cruzan","","cruzan@pdx.edu","Biology Department, P.O. Box 751","Portland","Oregon","97207-0751","405 Science Building 1","Portland","Oregon","97207-0751","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125713","","",45.5131,-122.6885,18022,"plantae"
"University of South Carolina Upstate","Herbarium","aac5fd7f-8043-4aa8-811f-e50de70d96f3","{""recordset"":""aac5fd7f-8043-4aa8-811f-e50de70d96f3""}","USCS<IH>","","urn:uuid:ffe8b443-6ff9-4540-a296-52d5b514b489","urn:lsid:biocol.org:col:14610","https://www.uscupstate.edu/academics/arts_sciences/natural_science/Herbarium/Default.aspx?id=2192","http://upitsis1.uscupstate.edu/biology/","","",NA,NA,"","","","Benjamin Montgomery","Director","BMONTGOMERY@uscupstate.edu","Horace C. Smith Building, Room 316","Spartanburg","South Carolina","29303","Horace C. Smith Building, Room 316","Spartanburg","South Carolina","29303","urn:uuid:ae480445-b995-4d80-82b5-092f51c4a62e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126818","","",35.0015,-81.9742,17886,"plantae"
"Duke University Herbarium","Algae","4bec11d1-f8c3-43a7-9e70-ee0256fcedaf","{""recordset"":""4bec11d1-f8c3-43a7-9e70-ee0256fcedaf""}","DUKE<IH>","","urn:uuid:2d802681-9f66-49ee-8aae-ffd219883ab6","","http://herbarium.duke.edu/collections/algae","","","",800000,NA,"","","800000","Richard R. Searles","Curator","searle100@aol.com","Biology Department, Rm 137, BioSci Bldg, Duke Box 90338, 130 Science Drive","Durham","North Carolina","27708","Science Drive, West Campus.","Durham","North Carolina","27708-0338","urn:uuid:c4cd5120-b5ea-4c36-9100-3b1e5483aa93","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124433","","",35.9985,-78.9454,17828,"plantae"
"Eastern Michigan University","Herbarium","c5eeb223-0515-423a-a51a-151426c8f60d","{""recordset"":""c5eeb223-0515-423a-a51a-151426c8f60d""}","EMC<IH>","EMU","urn:uuid:c87f579d-a7b8-435c-ad38-dedda1d2062e","urn:lsid:biocol.org:col:12970","http://www.emich.edu/biology/herbarium.php","","","",NA,NA,"","","","","","","Biology Department, Mark Jefferson Bldg.","Ypsilanti","Michigan","48197","405 Mark Jefferson","Ypsilanti","Michigan","48197","urn:uuid:5aafa6a5-c127-40dc-9821-b39e1b493366","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124447","","",42.2305,-83.617,17052,"plantae"
"Utah Valley University","Herbarium","2e4ccf50-bb7d-43a6-9640-088b248c2c5a","{""recordset"":""2e4ccf50-bb7d-43a6-9640-088b248c2c5a""}","UVSC<IH>","","urn:uuid:5301b99f-4134-4282-98cf-65afa9b1ab9e","urn:lsid:biocol.org:col:15445","http://herbarium.uvu.edu/","http://herbarium.uvu.edu/Virtual/","","",NA,NA,"","","","Erin Riggs","Curator","Erin.riggs@uvu.edu","Biology Department, 800 West University Parkway","Orem","Utah","84058-5999","Science Building, Room 277","Orem","Utah","84058-5999","urn:uuid:799f4bb0-7f8e-4e74-bf31-7c942b3d5693","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126932","","",40.6612,-111.5172,15979,"plantae"
"South Dakota State University, C. A. Taylor Herbarium","Herbarium","cb2973af-0d5a-4fbf-80ab-ec96ede33ef0","{""recordset"":""cb2973af-0d5a-4fbf-80ab-ec96ede33ef0""}","SDC<IH>","","urn:uuid:015ff749-28fd-4247-97c3-1cb5c500a550","urn:lsid:biocol.org:col:14092","","","","",NA,NA,"","","","Gary Larson","Curator","gary_larson@sdstate.edu","Dept. of Natural Resource Management, P.O. Box 2104A","Brookings","South Dakota","57007-0595","320 Agricultural Hall.","Brookings","South Dakota","57007-0595","urn:uuid:d26547cc-d4f8-4617-b8ea-df1cf6b1578a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126005","","",44.2852,-96.6842,15300,"plantae"
"Appalachian State University, I. W. Carpenter, Jr. Herbarium","Herbarium","e23109b4-e143-437c-b329-3dff7cb35488","{""recordset"":""e23109b4-e143-437c-b329-3dff7cb35488""}","BOON<IH>","","urn:uuid:52a67359-9c1d-4654-8ee4-33cedbeee733","urn:lsid:biocol.org:col:12599","http://herbarium.appstate.edu/","","","",NA,NA,"","","","Zach E. Murrell","Curator","murrellze@appstate.edu","Biology Department, Rankin Science Building","Boone","North Carolina","28608","Biology Department, Rankin Science Building","Boone","North Carolina","28608","urn:uuid:b8368c45-d652-4b47-b3e0-4027e5b07ac8","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=123971","","",36.0408,-81.9052,14863,"plantae"
"Botanical Research Institute of Texas","Herbarium","cd177f63-761b-44f6-866e-ee19d2ac134e, af60ac71-fbfb-4648-95fb-0eb5fe24765b, 70abba3e-5f2a-4276-87f3-261706e24453","{""recordset"":[""cd177f63-761b-44f6-866e-ee19d2ac134e"","" af60ac71-fbfb-4648-95fb-0eb5fe24765b"","" 70abba3e-5f2a-4276-87f3-261706e24453""]}","BRIT<IH>","","urn:uuid:c7aed752-12c2-4955-8bcb-9548d2c94108","urn:lsid:biocol.org:col:15843","www.brit.org/herbarium","http://atrium.brit.org/","","",NA,NA,"","","","Tiana Rehman","Collection Manager","trehman@brit.org","1700 University Drive","Fort Worth","Texas","76107-3400","1700 University Drive","Fort Worth","Texas","76107-3400","urn:uuid:2df427df-581c-45b1-b473-11349ecbcc95","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124086","","",32.7417,-97.3615,14861,"plantae"
"Troy University","Herbarium","92e4e092-6dcb-46bc-85a0-dea8310aba45","{""recordset"":""92e4e092-6dcb-46bc-85a0-dea8310aba45""}","TROY<IH>","","urn:uuid:dbc30627-1ad4-454c-ac98-4c3d48124569","urn:lsid:biocol.org:col:13342","http://spectrum.troy.edu/herbarium/","","","",NA,NA,"","","","Michael Woods","Curator","mwoods@troy.edu","Department of Biological and Environmental Sciences","Troy","Alabama","36082","216 Math Science Complex, Department of Biological and Environmental Sciences","Troy","Alabama","36082","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126191","","",32.4826,-86.3726,14534,"plantae"
"Kent State University, Theodore M. Sperry Herbarium","Herbarium","dad057a8-0648-4e11-9652-740ce7f86d62","{""recordset"":""dad057a8-0648-4e11-9652-740ce7f86d62""}","KE<IH>","","urn:uuid:f4771e58-642c-44ae-ad74-a9fea4862467","http://biocol.org/urn:lsid:biocol.org:col:15349","http://www.kent.edu/profile-expertise/cooperrider-herbarium","http://herbarium.kent.edu","The Tom S. & Miwako K. Cooperrider Herbarium at Kent State University was founded in 1921 and houses approximately 81,000 specimens. The collection is primarily focused on the flora of northeastern Ohio. Important holdings include collections by Tom S. Cooperrider (vascular), Arthur Herrick (vascular), Dr. Barbara K. Andreas (bryophyte and vascular), Allison Cusick (vascular), and the historical collections of Almon N. Rood.","",81000,TRUE,"The collection reflects an obvious focus on Ohio vascular flora, especially the flora of northeastern Ohio, including collections from many habitats considered rare in Ohio, such as bogs and fens. The bryophyte diversity of Ohio is also strongly represented in the extensive collections of Dr. Barbara K. Andreas.","Global; primarily eastern United States with strong focus on Ohio.","Approx. 67,000 vascular specimens; 14,000 bryophyte specimens; 2,500  fruit and nut collections (collected by A.N. Rood during early 20th century and housed in small glass vials); small collections of algae, fungi, and lichens.","Dylan Stover","Collection Manager","dstover@kent.edu","Biological Sciences Department","Kent","Ohio","44242-0001","Biological Sciences Department","Kent","Ohio","44242-0001","urn:uuid:53e1213e-df61-41b8-a076-2cbfbf1ea33e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125051","","",41.17,-81.1966,14444,"plantae"
"Michigan Technological University","Herbarium","d81c6ad6-fb8f-4c31-bba3-f2b65f780893, 4d89070b-5dea-4a12-8a09-3f65ba33dba1","{""recordset"":[""d81c6ad6-fb8f-4c31-bba3-f2b65f780893"",""4d89070b-5dea-4a12-8a09-3f65ba33dba1""]}","MCTC<IH>","","urn:uuid:293a7763-7286-48f5-91f0-4591cede35ae","urn:lsid:biocol.org:col:13572","","","","",NA,NA,"","","","Travis Wakeham","","twakeham@mtu.edu","Department of Biological Sciences, 1400 Townsend Dr.","Houghton","Michigan","49931-1295","1400 Townsend Dr.","Houghton","Michigan","49931-1295","urn:uuid:229f2145-ed67-43a7-8292-f0b8b8e343ee","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125250","","",47.1053,-88.5482,13925,"plantae"
"Connecticut College, Charles B. Graves Herbarium","Herbarium","5a9ae910-9e4b-488b-af8e-88074fabc3a4","{""recordset"":""5a9ae910-9e4b-488b-af8e-88074fabc3a4""}","CCNL<IH>","","urn:uuid:162a39ae-d317-48b1-a8ed-34c60f219fe3","urn:lsid:biocol.org:col:15558","","","","",NA,NA,"","","","","","","Department of Botany and Environmental Studies Program","New London","Connecticut","06320-0000","","New London","Connecticut","06320-0000","urn:uuid:946c33ef-2391-48aa-9090-93bddce46358","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124329","","",41.3556,-72.0995,13641,"plantae"
"University of Memphis","Herbarium","1d17fdad-d338-4ae0-9232-dbf18eaf9f66","{""recordset"":""1d17fdad-d338-4ae0-9232-dbf18eaf9f66""}","MEM<IH>","","urn:uuid:876836b8-7687-4221-9441-2d97fe4d1beb","urn:lsid:biocol.org:col:15861","","","","",NA,NA,"","","","Darrell Brandon","Collections manager","d.brandon@memphis.edu","Biology Department","Memphis","Tennessee","38152-6080","","Memphis","Tennessee","38152-6080","urn:uuid:4fb9fe4d-e612-4448-b564-702198dc5bb3","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126729","","",35.1236,-89.9314,13573,"plantae"
"Whitman College","Herbarium","a4378725-7967-47bc-aada-0220e02e1f96","{""recordset"":""a4378725-7967-47bc-aada-0220e02e1f96""}","WCW<IH>","","urn:uuid:a9a8a571-3530-41fa-88ee-ff031b98eeae","urn:lsid:biocol.org:col:12527","","","","",NA,NA,"","","","Heidi E. M. Dobson","Director","dobsonhe@whitman.edu","Department of Biology","Walla Walla","Washington","99362","345 Boyer Avenue.","Walla Walla","Washington","99362","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127025","","",46.0706,-118.3263,13538,"plantae"
"Georgia Southwestern State University","Herbarium","341611f4-8b65-4655-b244-9be91a1109cd","{""recordset"":""341611f4-8b65-4655-b244-9be91a1109cd""}","GSW<IH>","","urn:uuid:8da5d5b5-1fec-415f-aad6-5e275bc8609d","urn:lsid:biocol.org:col:13118","","","","",NA,NA,"","","","Stephanie Harvey","","sharvey@gsw.edu","Biology Department, 800 Wheatley Street","Americus","Georgia","31790-4693","Roney Building.","Americus","Georgia","31790-4693","urn:uuid:4b559824-c576-4839-9c22-90a0b6740a56","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124621","","",31.8767,-84.4043,13151,"plantae"
"Navajo Nation Department of Fish and Wildlife","Herbarium","5277e72c-9e53-4c98-85f1-ee413bc473cd","{""recordset"":""5277e72c-9e53-4c98-85f1-ee413bc473cd""}","NAVA<IH>","","urn:uuid:9e1cbdc5-d186-4fae-8d9f-9dd4967d05d8","urn:lsid:biocol.org:col:15052","","","Navajo Nation and surrounding areas on the southern Colorado Plateau","",11700,NA,"","Navajo Nation and surrounding areas on the southern Colorado Plateau","11700","Andrea Hazelton","Curator and Botanist","ahazelton@nndfw.org","Navajo Natural Heritage Program, Northern Arizona University Biological Sciences Department, P.O. Box 5640","Flagstaff","Arizona","86011-5640","","Flagstaff","Arizona","86011-5640","urn:uuid:01dbe73c-9476-445d-a5ef-a232cea71566","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125508","","",35.1801,-111.655,12793,"plantae"
"Rocky Mountain Research Station, USDA Forest Service (Idaho)","Herbarium","3c6f1ea5-f2e7-4203-9cfe-74ec2fb1b035","{""recordset"":""3c6f1ea5-f2e7-4203-9cfe-74ec2fb1b035""}","BOIS<IH>","","urn:uuid:7dd4ff84-202c-4900-b4ca-eeb9a5231992","","","","Intermountain Juncaceae, Cyperaceae, and Great Basin forbs Central and southern Idaho","",8807,NA,"Intermountain Juncaceae, Cyperaceae, and Great Basin forbs","Central and southern Idaho","8807","Francis Kilkenny","Curator","ffkilkenny@fs.fed.us","322 E. Front Street, Suite 401","Boise","Idaho","83702","322 E. Front Street, Suite 401","Boise","Idaho","83702","urn:uuid:23366d12-85a5-42b7-8133-0054d246db91","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125799","","",43.6088,-116.1962,12778,"plantae"
"Keene State College","Herbarium","93e97f6c-0ab6-41a7-9b58-7e230a80ec1e","{""recordset"":""93e97f6c-0ab6-41a7-9b58-7e230a80ec1e""}","KESC<IH>","","urn:uuid:6295f25e-3505-442e-be6d-c6c1f3235d36","urn:lsid:biocol.org:col:13423","","","","",NA,NA,"","","","Kristen Porter-Utley","","","Department of Biology, 229 Main Street","Keene","New Hampshire","03435-2001","","Keene","New Hampshire","03435-2001","urn:uuid:cf0cbb3c-1755-4d5b-94f9-bc6e01444475","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125047","","",42.9471,-72.243,12022,"plantae"
"Westfield State University","Herbarium","6d09cfc1-a17c-4067-b1a0-557b8e5334ea","{""recordset"":""6d09cfc1-a17c-4067-b1a0-557b8e5334ea""}","WSCH<IH>","","urn:uuid:3ff64d08-683d-4707-baff-4195103f2a7d","urn:lsid:biocol.org:col:15452","","","","",NA,NA,"","","","David Lovejoy","Curator","dlovejoy@wsc.ma.edu","Biology Department","Westfield","Massachusetts","01086-0000","Western Avenue.","Westfield","Massachusetts","01086-0000","urn:uuid:767e5924-64d3-4821-b0c5-314b65fe9b39","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127011","","",42.3266,-72.643,11058,"plantae"
"University of Alaska Anchorage","Herbarium","3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a","{""recordset"":""3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a""}","UAAH","","urn:uuid:8b30b100-c0be-4656-b747-cd6e97c7ad69","urn:lsid:biocol.org:col:14969","","","Alaska and neighboring Canadian territories. Approximately 97% of the specimens originate from Alaska, with the remaining specimens originating from Yukon, Washington, and Oregon. Regional emphases include otherwise poorly known areas such as Bering Sea Islands, Bering Glacier area of south-central Alaska, and remote regions of southwestern and northwestern Alaska.","",11000,NA,"","Alaska and neighboring Canadian territories. Approximately 97% of the specimens originate from Alaska, with the remaining specimens originating from Yukon, Washington, and Oregon. Regional emphases include otherwise poorly known areas such as Bering Sea Islands, Bering Glacier area of south-central Alaska, and remote regions of southwestern and northwestern Alaska.","11,000","Matthew Carlson","Curator","mlcarlson@alaska.edu","Alaska Center for Conservation Science, 3211 Providence Drive","Anchorage","Alaska","99508-8104","2400 W Campus Dr","Anchorage","Alaska","99508-8104","","","","","","","",61.2014,-149.8175,10608,"plantae"
"Tall Timbers Research Station & Land Conservancy, Robert K. Godfrey Herbarium","Herbarium","06c35934-1b75-4196-838d-29d509951bf9","{""recordset"":""06c35934-1b75-4196-838d-29d509951bf9""}","TTRS","","urn:uuid:2f9ce42c-24db-4590-8b12-cd2f01ad1c60","","http://www.talltimbers.org/museum-herbarium.html","","","",NA,NA,"","","","Kevin Robertson","Researcher","krobertson@ttrs.org","13093 Henry Beadel Drive","Tallahassee","Florida","32312","13093 Henry Beadel Drive","Tallahassee","Florida","32312","urn:uuid:a35597d2-c82d-4770-b3c7-d3ddacf51130","","","","","","",30.669,-84.2488,10505,"plantae"
"Morehead State University","Herbarium","79aa7602-a963-44f3-82dd-e141a387adb8","{""recordset"":""79aa7602-a963-44f3-82dd-e141a387adb8""}","MDKY<IH>","","urn:uuid:5913f0ac-cd39-491b-abd2-f8df1c33a331","urn:lsid:biocol.org:col:13604","","","","",NA,NA,"","","","Allen Risk","","a.risk@moreheadstate.edu","Biological and Environmental Sciences Department","Morehead","Kentucky","40351-1689","University Boulevard.","Morehead","Kentucky","40351-1689","urn:uuid:1149c62c-14a2-41ed-9498-0271d354a398","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125294","","",38.1875,-83.43,10415,"plantae"
"University of Alaska Southeast","Herbarium","7cc1fb18-45c1-499f-8476-682daa14a4a3","{""recordset"":""7cc1fb18-45c1-499f-8476-682daa14a4a3""}","ALAJ<IH>","","urn:uuid:3ea7da31-9f01-454b-a547-0452efc27802","urn:lsid:biocol.org:col:14989","","","","",NA,NA,"","","","","","","AND 1","Juneau","Alaska","99801","","Juneau","Alaska","99801","urn:uuid:a556d402-ced5-4d65-abf7-26d93cbe6d19","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126582","","",58.3736,-134.5239,9889,"plantae"
"Albion College","Herbarium","15e04168-22cc-4283-9042-247ab053c7ca","{""recordset"":""15e04168-22cc-4283-9042-247ab053c7ca""}","ALBC<IH>","","urn:uuid:21284742-f3e0-4e3b-869e-441644c55d34","urn:lsid:biocol.org:col:12572","","","","",NA,NA,"","","","James D. Skean","","","Biology Department","Albion","Michigan","49224","609 Porter Street.","Albion","Michigan","49224","urn:uuid:2de08b7a-2b73-45f5-b777-8e66ce2626e2","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=123932","","",42.2439,-84.746,9804,"plantae"
"Central Connecticut State University, Orville Bissett Herbarium","Herbarium","90739622-5232-4048-8121-9af9ec69604f","{""recordset"":""90739622-5232-4048-8121-9af9ec69604f""}","CCSU<IH>","","urn:uuid:6002c75c-f808-445c-a9eb-08de6a1a62e8","urn:lsid:biocol.org:col:12763","","","","",NA,NA,"","","","Douglas Carter","","","Biological Sciences Department, P.O. Box 4010, 1615 Stanley Street","New Britain","Connecticut","06050-4010","Copernicus Hall, Room 334.","New Britain","Connecticut","06050-4010","urn:uuid:553723ea-8aae-4217-82a4-fb5562d89348","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124209","","",41.9761,-72.5628,9156,"plantae"
"US Forest Service Southwestern Region","Herbarium","5af1bae4-35c0-4ab7-9d08-08bbe22ca003","{""recordset"":""5af1bae4-35c0-4ab7-9d08-08bbe22ca003""}","USFS<IH>","TEUI","urn:uuid:1a4b8c96-fddd-428d-96e4-3ae8aaeb95f1","","","","","",NA,NA,"","","","Elizabeth Makings","Collection Manager","elizabeth.makings@asu.edu","Tonto National Forest, 2324 E. McDowell Rd.","Phoenix","Arizona","85006","Tonto National Forest, 2324 E. McDowell Rd.","85006","Arizona","85006","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125798","","",33.4666,-112.0341,9102,"plantae"
"Howard University","Herbarium","5ffc8bc6-e366-4157-b1ba-00859f1048a4","{""recordset"":""5ffc8bc6-e366-4157-b1ba-00859f1048a4""}","HUDC<IH>","","urn:uuid:2f325afd-f40e-41f7-b615-f939c62a31aa","urn:lsid:biocol.org:col:15489","http://www.biology.howard.edu/","","","",NA,NA,"","","","Janelle Burke","Director","janelle.burke@howard.edu","Biology Department, 415 College Street, N.W.","Washington","District of Columbia","20059","","Washington","District of Columbia","20059","urn:uuid:1f2099cf-948c-483e-9541-e81a032ab1cc","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124773","","",38.8933,-77.0146,8791,"plantae"
"University of Massachusetts Amherst","Herbarium","0272afc1-36ee-4899-8c28-dde9d8a211d9, d78d13a7-3852-4244-ba34-86ef5765fa99","{""recordset"":[""0272afc1-36ee-4899-8c28-dde9d8a211d9"","" d78d13a7-3852-4244-ba34-86ef5765fa99""]}","MASS<IH>","","urn:uuid:e69e5d07-dc65-4b34-b762-dcf469433b86","urn:lsid:biocol.org:col:14562","http://bcrc.bio.umass.edu/ummnh/plants.htm","http://bcrc.bio.umass.edu/ummnh/plants.htm","","",279400,NA,"","","279400","Tristram Seidler","Curator","tseidler@bio.umass.edu","Room 146 Morrill 2, 611 North Pleasant St","Amherst","Massachusetts","01003-0000","Room 146 Morrill 2, 611 North Pleasant St","Amherst","Massachusetts","01003-0000","urn:uuid:84cbe708-9ca4-4477-8a07-c26c3e9f45fa","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126727","","",42.3908,-72.5251,8788,"plantae"
"Mecklenburg County Park and Recreation Herbarium","Herbarium","e34cf41b-196c-4199-85d5-4d2ca5954b09","{""recordset"":""e34cf41b-196c-4199-85d5-4d2ca5954b09""}","UNCC<IH>","","urn:uuid:f7f084b0-7ac2-4c87-9d63-8111acd93ba0","urn:lsid:biocol.org:col:13099","","","Portulaca, Sarracenia, Helianthus, Astilbe, Aruncus Primarily southeastern U.S.","",45000,NA,"Portulaca, Sarracenia, Helianthus, Astilbe, Aruncus","Primarily southeastern U.S.","45000","Catherine Luckenbaugh","Curator","Catherine.Luckenbaugh@mecklenburgcountync.gov","James F. Matthews Center for Biodiversity Studies, 2900 Rocky River Rd.","Charlotte","North Carolina","28215","","Charlotte","North Carolina","28215","urn:uuid:5ca9cac2-72c2-4c2f-af3a-d6b49bc94764","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126764","","",35.245,-80.6935,8769,"plantae"
"Pacific Lutheran University","Herbarium","414a5bf5-061e-4e47-8410-0f76a04f7d1d","{""recordset"":""414a5bf5-061e-4e47-8410-0f76a04f7d1d""}","PLU<IH>","","urn:uuid:451f61c5-230c-4aff-a851-fbae0cd7bd81","","","","","",NA,NA,"","","","Rosemarie Haberle","Curator","haberlrc@plu.edu","Rieke Science Center","Tacoma","Washington","98447","Rieke Science Center","Tacoma","Washington","98447","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=168898","","",47.2353,-122.4405,8758,"plantae"
"University of North Alabama","Herbarium","0dabd609-2505-4492-8b7a-3f8301d8d5e1","{""recordset"":""0dabd609-2505-4492-8b7a-3f8301d8d5e1""}","UNAF<IH>","","urn:uuid:19475290-35cf-4084-988e-11070f1504c5","urn:lsid:biocol.org:col:14909","","","","",NA,NA,"","","","Paul G. Davison","Curator","pgdavison@una.edu","Department of Biology, UNA Box 5232","Florence","Alabama","35632-0001","","Florence","Alabama","35632-0001","urn:uuid:7f9c86d7-3ba9-4417-aa88-f5022c1dd291","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126761","","",34.87,-87.7069,8632,"plantae"
